---Publications---

[
{ id : 372, company : 'Samsung', value : { symbol :=', value :84.170049}, variation : { symbol :<= , value :23.133030}, date : 25.2.2020}
{ id : 606, (variantion : { symbol : '<=',value : 30.539872},}
{ id : 607,  comapny : '<', Zara', (variantion : { symbol : '>',value : 59.010590},}
{ id : 608,  comapny : '<', Bing', (variantion : { symbol : '>',value : 73.546556},}
{ id : 609, (variantion : { symbol : '>',value : 10.074160},}
{ id : 610, (value : { value : 65.382855,symbol : '='}, }
{ id : 611,  comapny : '<', Bing', }
{ id : 612,  comapny : '<', SwissArmy', (value : { value : 83.724479,symbol : '>'}, (variantion : { symbol : '=',value : 53.822443},}
{ id : 613, (variantion : { symbol : '=',value : 6.045717},}
{ id : 614,  comapny : '<', Nvidia', (value : { value : 6.543168,symbol : '='}, (variantion : { symbol : '>=',value : 18.774987},}
{ id : 616,  comapny : '<', Facebook', }
{ id : 617, (value : { value : 89.886166,symbol : '<='}, }
{ id : 619, (variantion : { symbol : '<=',value : 71.562853},}
{ id : 621, (value : { value : 20.242927,symbol : '>='}, }
{ id : 622, (value : { value : 47.682119,symbol : '>'}, (variantion : { symbol : '>=',value : 82.091739},}
{ id : 624, (value : { value : 26.917325,symbol : '>='}, (variantion : { symbol : '>=',value : 23.566393},}
{ id : 625, (value : { value : 49.311808,symbol : '<='}, }
{ id : 626, (value : { value : 35.187841,symbol : '>='}, (variantion : { symbol : '<=',value : 1.150548},}
{ id : 627, (value : { value : 86.742759,symbol : '>'}, }
{ id : 628, (variantion : { symbol : '>=',value : 48.707541},}
{ id : 630, (variantion : { symbol : '>=',value : 24.533830},}
{ id : 632, (variantion : { symbol : '<=',value : 61.732841},}
{ id : 633, (variantion : { symbol : '<=',value : 96.807764},}
{ id : 635, (variantion : { symbol : '<=',value : 68.800928},}
{ id : 639, (variantion : { symbol : '>=',value : 18.140202},}
{ id : 641, (variantion : { symbol : '>=',value : 67.796869},}
{ id : 642, (variantion : { symbol : '<=',value : 89.272744},}
{ id : 643, (variantion : { symbol : '=',value : 52.174444},}
{ id : 644, (variantion : { symbol : '=',value : 31.449324},}
{ id : 649, (variantion : { symbol : '=',value : 39.994507},}
{ id : 650, (variantion : { symbol : '>',value : 30.964080},}
{ id : 655, (variantion : { symbol : '<=',value : 98.251289},}
{ id : 656, (variantion : { symbol : '>=',value : 34.144108},}
{ id : 657, (variantion : { symbol : '>=',value : 71.950438},}
{ id : 659, (variantion : { symbol : '=',value : 26.541948},}
{ id : 661, (variantion : { symbol : '=',value : 70.174261},}
{ id : 663, (variantion : { symbol : '=',value : 89.275796},}
{ id : 665, (variantion : { symbol : '<=',value : 57.875301},}
{ id : 666, (variantion : { symbol : '>=',value : 95.754875},}
]
